"Date","SKU_ID","SKU_Name","SKU_Category","City","dark_store","qty_sold","Sale_MRP","avg_qty_sold_last_7_days","drr_14","dark_store_inv_qty","days_of_inventory_14","month_to_date_sales"
2025-01-04,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-MALAD,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-17,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Mumbai,MUM-Girgaon,364.0,NaN,1.0,1.0,0.0,0.0,58968.0
2025-01-19,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-Brookfield Network,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-17,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Hyderabad,HYD- Sainikpuri New,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-09,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Mumbai,MUM-Seawoods,387.0,NaN,1.0,1.0,387.0,387.0,73143.0
2025-01-12,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Pune,PUN-Baner Network-2,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-11,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-Bagalur,0.0,,0.0,0.0,783.0,,90306.0
2025-01-21,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Hyderabad,HYD-Vivekananda nagar New,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-05,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Mumbai,MUM-Andheri West Network,387.0,NaN,1.0,1.0,774.0,774.0,73143.0
2025-01-02,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-KURLA EAST,261.0,NaN,1.0,1.0,783.0,783.0,90306.0
2025-01-04,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Bengaluru,BLR-Yallapa Garden,387.0,NaN,1.0,1.0,387.0,387.0,73143.0
2025-01-06,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Bengaluru,BLR-BASAVANAPURA,387.0,NaN,1.0,1.0,387.0,387.0,73143.0
2025-01-21,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-Sarjapur-2,336.0,NaN,1.0,1.0,0.0,0.0,26208.0
2025-01-11,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Chennai,CHN-GERUGAMBAKKAM,387.0,NaN,1.0,1.0,0.0,0.0,73143.0
2025-01-16,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Pune,PUN-Pimple Nilakh,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-04,c1675ef5-59dc-4f37-80f7-89f412543323,The Good Bug Prebiotic Fiber Energy Bar - Cocoa & Nuts 300.0 GRAM,Munchies,Hyderabad,HYD-KONDAPUR NETWORK 2,204.0,NaN,1.0,1.0,0.0,0.0,2856.0
2025-01-11,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-VIJAY NAGAR,364.0,NaN,1.0,1.0,0.0,0.0,58968.0
2025-01-07,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-Magadi Road,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-08,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-Andheri West Network 2,261.0,NaN,1.0,1.0,522.0,522.0,90306.0
2025-01-18,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-Marathahalli New,336.0,NaN,1.0,1.0,0.0,0.0,26208.0
2025-01-04,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Bengaluru,BLR-CV Raman Nagar Network,387.0,NaN,1.0,1.0,387.0,387.0,73143.0
2025-01-05,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Bengaluru,BLR-Vijay Nagar Network,387.0,NaN,1.0,1.0,0.0,0.0,73143.0
2025-01-12,"6e44a67f-85b3-4e26-86ee-a3aadaf0bcbc",The Good Bug Kombucha - Pineapple Basil 350.0 MILLILITRE,"Tea, Coffee & More",Bengaluru,BLR-Jakkur Network,36.0,NaN,1.0,1.0,0.0,0.0,612.0
2025-01-12,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Pune,PUN-Viman Nagar New,387.0,NaN,1.0,1.0,0.0,0.0,73143.0
2025-01-15,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-BTM Layout Network-3,364.0,NaN,1.0,1.0,364.0,364.0,58968.0
2025-01-17,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Bengaluru,BLR-HSR Layout New,387.0,NaN,1.0,1.0,774.0,774.0,73143.0
2025-01-14,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Mumbai,Powai,364.0,NaN,1.0,1.0,0.0,0.0,58968.0
2025-01-21,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Pune,PUN-Pashan SS,364.0,NaN,1.0,1.0,0.0,0.0,58968.0
2025-01-20,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-Andheri West,261.0,NaN,1.0,1.0,783.0,783.0,90306.0
2025-01-19,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-GUNJUR Network,336.0,NaN,1.0,1.0,0.0,0.0,26208.0
2025-01-11,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-BTM-3,261.0,NaN,1.0,1.0,522.0,522.0,90306.0
2025-01-14,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-Bellandur-3,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-21,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Hyderabad,HYD-Gudimalkapur,336.0,NaN,1.0,1.0,336.0,336.0,26208.0
2025-01-17,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Mumbai,MUM-KURLA EAST,336.0,NaN,1.0,1.0,0.0,0.0,26208.0
2025-01-12,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-HSR-3,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-03,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Hyderabad,HYD-Kokapet,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-07,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-HOPE FARM,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-19,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-Whitefield Network-2,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-14,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Hyderabad,HYD-Bowenpally New,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-12,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-BTM Layout Network-3,364.0,NaN,1.0,1.0,364.0,364.0,58968.0
2025-01-09,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Chennai,CHN-VANDALUR NETWORK,387.0,NaN,1.0,1.0,0.0,0.0,73143.0
2025-01-05,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-KOTHARI COMPOUND NEW,261.0,NaN,1.0,1.0,522.0,522.0,90306.0
2025-01-19,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-Koramangala Network,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-20,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-Sarjapur-2,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-13,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Chennai,CHN-KK Nagar Network-2,336.0,NaN,1.0,1.0,0.0,0.0,26208.0
2025-01-03,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-Palava Phase 2,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-03,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-Kalyan East,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-05,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Bengaluru,BLR-BELLANDUR-4,387.0,NaN,1.0,1.0,0.0,0.0,73143.0
2025-01-06,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Hyderabad,HYD-Bharat Nagar,336.0,NaN,1.0,1.0,336.0,336.0,26208.0
2025-01-01,"34c3b6fa-8e6f-40d4-b97d-b87b9c239af0",The Good Bug Kombucha - Original 350.0 MILLILITRE,"Tea, Coffee & More",Bengaluru,BLR-BTM Layout Network-3,39.0,NaN,1.0,1.0,0.0,0.0,663.0
2025-01-08,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-HENNUR,522.0,NaN,2.0,2.0,0.0,0.0,90306.0
2025-01-02,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-Vikhroli East,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-09,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Bengaluru,BLR-JAKKUR,387.0,NaN,1.0,1.0,0.0,0.0,73143.0
2025-01-21,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Hyderabad,HYD-Neknampur,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-18,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-Bhayandar New,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-19,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-Doddakannelli,364.0,NaN,1.0,1.0,364.0,364.0,58968.0
2025-01-21,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-INDIRANAGAR NEW,783.0,NaN,2.9770114942528734,2.950191570881226,0.0,0.0,90306.0
2025-01-09,b6d5b177-dc20-49e8-8b5b-150a43fabb44,The Good Bug Prebiotic Fiber Energy Bar - Mixed Berry & Nuts 300.0 GRAM,Munchies,Bengaluru,BLR-CV RAMAN NAGAR NEW,176.0,NaN,1.0,1.0,0.0,0.0,3520.0
2025-01-16,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Mumbai,Marol,364.0,NaN,1.0,1.0,0.0,0.0,58968.0
2025-01-12,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-Marathahalli-4,0.0,,0.011494252873563216,0.02490421455938697,783.0,31440.46153846154,90306.0
2025-01-12,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-Colaba,261.0,NaN,1.0,1.0,522.0,522.0,90306.0
2025-01-14,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Mumbai,MUM-MALAD Network 2,364.0,NaN,1.0,1.0,0.0,0.0,58968.0
2025-01-05,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Hyderabad,HYD-Singapore Town Ship,336.0,NaN,1.0,1.0,336.0,336.0,26208.0
2025-01-11,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Mumbai,MUM-Park Road,336.0,NaN,1.0,1.0,0.0,0.0,26208.0
2025-01-01,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Hyderabad,HYD-APCO Colony,387.0,NaN,1.0,1.0,774.0,774.0,73143.0
2025-01-02,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Mumbai,Mum-Parel,336.0,NaN,1.0,1.0,0.0,0.0,26208.0
2025-01-17,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-HOPE FARM,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-04,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Bengaluru,BLR-Bellandur new,387.0,NaN,1.0,1.0,774.0,774.0,73143.0
2025-01-04,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Hyderabad,HYD-Bairaghiguda,387.0,NaN,1.0,1.0,774.0,774.0,73143.0
2025-01-10,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Hyderabad,HYD-Banjara Hills new,364.0,NaN,1.0,1.0,728.0,728.0,58968.0
2025-01-20,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-Kogilu Road,336.0,NaN,1.0,1.0,336.0,336.0,26208.0
2025-01-15,b6d5b177-dc20-49e8-8b5b-150a43fabb44,The Good Bug Prebiotic Fiber Energy Bar - Mixed Berry & Nuts 300.0 GRAM,Munchies,Gurugram,GGN-Sector 27 new,176.0,NaN,1.0,1.0,0.0,0.0,3520.0
2025-01-20,"6e44a67f-85b3-4e26-86ee-a3aadaf0bcbc",The Good Bug Kombucha - Pineapple Basil 350.0 MILLILITRE,"Tea, Coffee & More",Hyderabad,HYD-Bhola Nagar,36.0,NaN,1.0,1.0,0.0,0.0,612.0
2025-01-14,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-HSR-2,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-10,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Bengaluru,BLR-HSR Layout New,387.0,NaN,1.0,1.0,774.0,774.0,73143.0
2025-01-15,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Hyderabad,HYD-Hitech City Network,774.0,NaN,2.0,2.0,774.0,387.0,73143.0
2025-01-05,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Hyderabad,HYD-Vinobha Nagar Colony,0.0,,0.0,0.0,522.0,,90306.0
2025-01-18,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-Kadarenahalli,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-15,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Mumbai,MUM-SANTACRUZ,364.0,NaN,1.0,1.0,364.0,364.0,58968.0
2025-01-21,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-Vashi Network,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-09,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-Sunrise Layout,364.0,NaN,1.0,1.0,0.0,0.0,58968.0
2025-01-04,f7c30335-78b0-4cb2-9893-4c2fbb49d805,The Good Bug Kombucha - Apple Cinammon 300.0 MILLILITRE,"Tea, Coffee & More",Bengaluru,BLR-Neo Town,38.0,NaN,1.0,1.0,0.0,0.0,760.0
2025-01-02,c1675ef5-59dc-4f37-80f7-89f412543323,The Good Bug Prebiotic Fiber Energy Bar - Cocoa & Nuts 300.0 GRAM,Munchies,Bengaluru,BLR-BANNERGHATTA,204.0,NaN,1.0,1.0,0.0,0.0,2856.0
2025-01-10,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Mumbai,Marol,364.0,NaN,1.0,1.0,0.0,0.0,58968.0
2025-01-19,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-BTM Layout Network-3,364.0,NaN,1.0,1.0,364.0,364.0,58968.0
2025-01-11,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-Dasarahalli,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-13,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Mumbai,MUM-Vile parle,364.0,NaN,1.0,1.0,0.0,0.0,58968.0
2025-01-11,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Mumbai,MUM-BHANDUP,261.0,NaN,1.0,1.0,261.0,261.0,90306.0
2025-01-09,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Hyderabad,HYD-MUSHEERABAD,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-18,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-BTM Layout Network-3,336.0,NaN,1.0,1.0,0.0,0.0,26208.0
2025-01-20,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Bengaluru,BLR-Kannamangala,387.0,NaN,1.0,1.0,0.0,0.0,73143.0
2025-01-15,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-BASAVANAPURA,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-01,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Mumbai,MUM-Virar,336.0,NaN,1.0,1.0,336.0,336.0,26208.0
2025-01-02,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Bengaluru,BLR-Sarjapur-2,387.0,NaN,1.0,1.0,774.0,774.0,73143.0
2025-01-15,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Chennai,CHN-KKNAGAR NEW,336.0,NaN,1.0,1.0,0.0,0.0,26208.0
2025-01-08,e01a80d4-f251-4684-8a53-76ea939b7d50,The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM,Pharma & Wellness,Chennai,CHN-Sathyavani,336.0,NaN,1.0,1.0,336.0,336.0,26208.0
2025-01-08,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Bengaluru,BLR-Doddakannelli,364.0,NaN,1.0,1.0,364.0,364.0,58968.0
2025-01-16,bbd58c16-8e94-44d0-b1b9-90a584cf3379,The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM,Pharma & Wellness,Hyderabad,HYD-TARNAKA,364.0,NaN,1.0,1.0,0.0,0.0,58968.0
2025-01-18,b6d5b177-dc20-49e8-8b5b-150a43fabb44,The Good Bug Prebiotic Fiber Energy Bar - Mixed Berry & Nuts 300.0 GRAM,Munchies,Hyderabad,HYD-KOTHAPET NETWORK-2,176.0,NaN,1.0,1.0,0.0,0.0,3520.0
2025-01-04,"0158caf9-fc39-4204-b53c-4ee08fefef41",The Good Bug Gut Cleanse Health Supplement - Improves Digestion & Gut Health 70.0 MILLILITRE,Pharma & Wellness,Bengaluru,BLR-Bommasandra,261.0,NaN,1.0,1.0,0.0,0.0,90306.0
2025-01-16,f6e64c19-b02c-42ec-98b9-837c169f1ae6,The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM,Pharma & Wellness,Mumbai,MUM-Andheri West,387.0,NaN,1.0,1.0,0.0,0.0,73143.0
